id_proposal;title_ca;title_es;title_en;authors_ids;authors_nicknames;comments;created_at;published_at;endorsements_ids;endorsements_nicknames;number_of_comments
9041;Facilitar un tècnic des del districte de Ciutat Vella que potencii la xarxa cultural existent;;;9267;suport_ciutat_vella;;2016/04/07T:07:59:50;2018/04/04T:14:22:54;;;0
9042;Flexibilització de les normatives d'ús dels espais polivalents per a les entitats culturals;;;9267;suport_ciutat_vella;;2016/04/07T:08:01:02;2018/04/04T:14:22:54;;;0
9043;Consell que faciliti la col·laboració i promogui els projectes de co-gestió;;;9267;suport_ciutat_vella;;2016/04/07T:08:01:36;2018/04/04T:14:22:54;;;0
9044;Incorporar a les memòries dels equipaments indicadors sobre accions de proximitat ;;;9267;suport_ciutat_vella;;2016/04/07T:08:02:26;2018/04/04T:14:22:54;;;0
9045;Impulsar un espai de trobada entre equipaments petits i grans, entitats i el tercer sector;;;9267;suport_ciutat_vella;;2016/04/07T:08:03:19;2018/04/04T:14:22:54;;;0
9046;A la Taula de Cultura hi ha d'haver la presència d'equipaments petits, grans i entitats  per crear sinergies;;;9267;suport_ciutat_vella;;2016/04/07T:08:04:40;2018/04/04T:14:22:54;;;0
9047;Fer diagnosi al territori per crear llenguatges comuns;;;9267;suport_ciutat_vella;;2016/04/07T:08:06:07;2018/04/04T:14:22:54;;;0
9048;Mapa d'equipaments i activitats culturals;;;9267;suport_ciutat_vella;;2016/04/07T:08:06:48;2018/04/04T:14:22:54;;;0
9049;Flexibilitzar el programa “Apadrina el teu equipament cultural”;;;9267;suport_ciutat_vella;;2016/04/07T:08:07:39;2018/04/04T:14:22:54;;;0
9050;Facilitar l'apropament a les institucions culturals a les veïnes dels barris de Ciutat Vella;;;9267;suport_ciutat_vella;;2016/04/07T:08:08:20;2018/04/04T:14:22:54;;;0
9051;Generar sinergies entre els grans equipaments, les institucions i entitats educatives ;;;9267;suport_ciutat_vella;;2016/04/07T:08:09:12;2018/04/04T:14:22:54;;;0
9052;Potenciar la participació de les famílies dels alumnes a les activitats culturals;;;9267;suport_ciutat_vella;;2016/04/07T:08:09:48;2018/04/04T:14:22:54;;;0
9053;Agilitzar els processos administratius i burocràtics per les entitats;;;9267;suport_ciutat_vella;;2016/04/07T:08:10:30;2018/04/04T:14:22:54;;;0
9054;Compensar el dèficit estructural de recursos dels departaments i àrees d'educació dels museus i grans equipaments culturals;;;9267;suport_ciutat_vella;;2016/04/07T:08:12:31;2018/04/04T:14:22:54;;;0
9055;Promoure la integració de projectes culturals als programes educatius curriculars de les escoles;;;9267;suport_ciutat_vella;;2016/04/07T:08:13:21;2018/04/04T:14:22:54;;;0
9056;Redefinir el model de serveis socials;;;12179;democracia_activa5;9657;2016/04/07T:08:16:51;2018/04/04T:14:22:54;;;1
9057;Entendre els serveis socials com al “continent” des d'on es gestionen els programes socials;;;12179;democracia_activa5;9658;2016/04/07T:08:19:59;2018/04/04T:14:22:54;;;1
9058;Prioritzar l'atenció a infants i famílies vulnerables;;;12179;democracia_activa5;;2016/04/07T:08:22:55;2018/04/04T:14:22:54;;;0
9059;Impulsar un model d’atenció integral sociosanitària;;;12179;democracia_activa5;;2016/04/07T:08:35:39;2018/04/04T:14:22:54;;;0
9060;Optimitzar l’ús de la Biblioteca Joan Oliver a Sant Antoni ;;;3725;maitestac;;2016/04/07T:08:44:27;2018/04/04T:14:22:54;;;0
9061;Biblioteques municipals: accés als materials audiovisuals.;;;3725;maitestac;;2016/04/07T:08:46:53;2018/04/04T:14:22:54;;;0
9062;Universalitzar els serveis de menjador escolar, llibres, material escolar i activitats de lleure així com l’Escola Bressol;;;12179;democracia_activa5;"13984;13985;13986;13988";2016/04/07T:08:47:19;2018/04/04T:14:22:54;;;4
9063;Cogestió del Centre cívic Cotxeres Borrell ;;;3725;maitestac;;2016/04/07T:08:47:45;2018/04/04T:14:22:54;;;0
9064;Centre cívic Cotxeres Borrell: diversificar i maximitzar l’ús;;;3725;maitestac;;2016/04/07T:08:49:02;2018/04/04T:14:22:54;;;0
9065;Cogestió i aprofitament  de l’equipament esportiu Aiguajoc;;;3725;maitestac;;2016/04/07T:08:53:17;2018/04/04T:14:22:54;;;0
9066; Adquirir o adaptar espais per  l’esport a l’aire lliure;;;3725;maitestac;;2016/04/07T:08:54:26;2018/04/04T:14:22:54;;;0
9067;Adquirir el solar Urgell-Floridablanca.;;;3725;maitestac;;2016/04/07T:08:56:24;2018/04/04T:14:22:54;;;0
9068;Valorar i tenir en compte el balanç d’ingressos i despeses en la renda mínima garantida;;;12179;democracia_activa5;"9154;9155;9664";2016/04/07T:08:56:34;2018/04/04T:14:22:54;;;3
9069;Horts urbans per menors de 65 anys;;;18130;bc;;2016/04/07T:08:57:29;2018/04/04T:14:22:54;;;0
9070;Cinema a Calàbria 66, Sant Antoni;;;3725;maitestac;;2016/04/07T:08:57:50;2018/04/04T:14:22:54;;;0
9071;Incorporar Calàbria66 a una xarxa de difusió de l’actualitat cultural. ;;;3725;maitestac;;2016/04/07T:08:58:47;2018/04/04T:14:22:54;;;0
9072;Finançament per a projectes artístics a Calàbria66;;;3725;maitestac;;2016/04/07T:08:59:45;2018/04/04T:14:22:54;;;0
9073; Alfabetització a l’escola d’adults Pere Calders;;;3725;maitestac;;2016/04/07T:09:00:50;2018/04/04T:14:22:54;;;0
9074;Laboratori d’audiovisuals a Sant Antoni-Poble Sec;;;3725;maitestac;;2016/04/07T:09:02:19;2018/04/04T:14:22:54;;;0
9075;Laboratori de Noves Tecnologies a Sant Antoni- Poble Sec ;;;3725;maitestac;14814;2016/04/07T:09:03:22;2018/04/04T:14:22:54;;;1
9076;Aplicar el copagament al Servei d’Atenció Domiciliària municipal;;;12179;democracia_activa5;;2016/04/07T:09:03:35;2018/04/04T:14:22:54;;;0
9077;Acabar linia 10 ramal Les Marines de Port i Prat Vermell de forma prioritaria ;;;19836;vicenc_larrotcha_i_r;;2016/04/07T:09:07:00;2018/04/04T:14:22:54;;;0
9078;Posar l'hora d'arribada dels autobusos pg sant Joan;;;18130;bc;;2016/04/07T:09:13:26;2018/04/04T:14:22:54;;;0
9079;Impostos proporcionals al sou ;;;13405;dsoriano;;2016/04/07T:09:22:57;2018/04/04T:14:22:54;;;0
9080;Fomentar espais de diàleg entre veïns i veïnes del barri per tractar problemes socials ;;;13405;dsoriano;;2016/04/07T:09:25:01;2018/04/04T:14:22:54;;;0
9081;Regular l´ús de les bicicletes;;;19904;gbr;9168;2016/04/07T:09:27:11;2018/04/04T:14:22:54;;;1
9082;Visibilitzar els barris oblidats i millorar els seus serveis i equipaments;;;13405;dsoriano;9668;2016/04/07T:09:29:34;2018/04/04T:14:22:54;;;1
9083;;Ningún sueldo opaco en entidades con fondos públicos;;10449;carmencascajosa;10383;2016/04/07T:09:32:50;2018/04/04T:14:22:54;;;1
9084;Suport per cobrir despeses d'entrada a nou lloguer en casos de precarietat econòmica a fons perdut o retornable a cost 0;;;19922;abi;;2016/04/07T:09:46:51;2018/04/04T:14:22:54;;;0
9085;De T-12 A T-16-Transport Gratuït Per Escolars Fins als 16 anys  o fi de la ESO;;;10313;quim_2_3;"9190;9228";2016/04/07T:09:48:39;2018/04/04T:14:22:54;;;2
9086;Posar més papereres a la ciutat i habilitades per reciclar;;;13405;dsoriano;;2016/04/07T:09:51:31;2018/04/04T:14:22:54;;;0
9087;Contractació KM0;;;19404;raval_territori_soci;;2016/04/07T:09:52:31;2018/04/04T:14:22:54;;;0
9088;Promoure l’economia social entre dones;;;10703;suport_decidim_bar_2;;2016/04/07T:09:55:58;2018/04/04T:14:22:54;;;0
9089;Barri de Sant Antoni. Propostes Programa Actuacio Districte;;;31456;associacio_de_vei_29;;2016/04/07T:09:57:29;2018/04/04T:14:22:54;;;0
9090;Crear espais de treball conjunt i intercanvi d’idees per a dones;;;10703;suport_decidim_bar_2;;2016/04/07T:10:10:07;2018/04/04T:14:22:54;;;0
9091;Assegurar que tots els infants de Barcelona puguin tenir les mateixes oportunitats d'accedir a escoles d'educació viva;;;7858;raquel_amado_mezquit;"13989;13990";2016/04/07T:10:11:40;2018/04/04T:14:22:54;;;2
9092;Promoure espais de treball respectuosos amb els drets laborals;;;10703;suport_decidim_bar_2;;2016/04/07T:10:16:06;2018/04/04T:14:22:54;;;0
9093;paviment antilliscant al carrer Ferràn Puig;;;18340;montserrat_bestue_ll;;2016/04/07T:10:21:21;2018/04/04T:14:22:54;;;0
9094;Compra i contractació de serveis Km0;;;19404;raval_territori_soci;;2016/04/07T:10:21:22;2018/04/04T:14:22:54;;;0
9095;Crear un registre únic d’ajudes municipals ;;;12179;democracia_activa5;;2016/04/07T:10:23:18;2018/04/04T:14:22:54;;;0
9096;Promoció i aplicació de polítiques d’igualtat de gènere;;;19404;raval_territori_soci;;2016/04/07T:10:23:35;2018/04/04T:14:22:54;;;0
9097;polítiques de cura i respecte al medi ambient;;;19404;raval_territori_soci;;2016/04/07T:10:25:06;2018/04/04T:14:22:54;;;0
9098;Reformular el sentit de les accions d’inserció laboral municipals ;;;12179;democracia_activa5;;2016/04/07T:10:25:52;2018/04/04T:14:22:54;;;0
9099;Rendició de comptes i verificació de processos amb transparència.;;;19404;raval_territori_soci;10410;2016/04/07T:10:25:58;2018/04/04T:14:22:54;;;1
9100;Incidir en la participació de les dones en PIMEC ;;;10703;suport_decidim_bar_2;;2016/04/07T:10:26:02;2018/04/04T:14:22:54;;;0
9101;Adaptar el llenguatge dels documents del PAM;;;12179;democracia_activa5;"9200;10571";2016/04/07T:10:37:12;2018/04/04T:14:22:54;;;2
9102;Construir un skatepark a Gràcia;;;13405;dsoriano;"9863;10655";2016/04/07T:10:46:14;2018/04/04T:14:22:54;;;2
9103;Més semàfors al barri de Gràcia;;;13405;dsoriano;;2016/04/07T:10:47:54;2018/04/04T:14:22:54;;;0
9104;Exigència de paritat i de lluita contra la segregació vertical i horitzontal;;;10703;suport_decidim_bar_2;9240;2016/04/07T:10:47:56;2018/04/04T:14:22:54;;;1
9105;Modificar el títol de l'àmbit del PAM i substituir-lo per  “L'Autonomia personal i reconeixement de la tasca de cura” ;;;12179;democracia_activa5;;2016/04/07T:11:24:29;2018/04/04T:14:22:54;;;0
9106;Adequar els espais contextualitzant-los al veïnat i lloc on estan.;;;9289;suport_decidim_hg_i_;14318;2016/04/07T:11:25:42;2018/04/04T:14:22:54;;;1
9107;Potenciar les zones verdes a les places i fer-les més amables per al ciutadà;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:26:33;2018/04/04T:14:22:54;;;0
9108;Adequar mobiliari urbà;;;9289;suport_decidim_hg_i_;"14260;14269;14276;14284;14295;14303;14310;14326;18495";2016/04/07T:11:27:25;2018/04/04T:14:22:54;;;9
9109;Habilitar murs per grafits;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:28:16;2018/04/04T:14:22:54;;;0
9110;Educar en la natura;;;9289;suport_decidim_hg_i_;15101;2016/04/07T:11:29:02;2018/04/04T:14:22:54;;;1
9111;Zona peatonal al carrer Sagunt davant l'Escola Pública Cal Maiol;;;20042;silvia_aldavert;;2016/04/07T:11:29:17;2018/04/04T:14:22:54;;;0
9112;Transport públic fins a Collserola;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:29:56;2018/04/04T:14:22:54;;;0
9113;Aplicar les mesures establertes en el PMU (Pla de Mobilitat Urbana);;;9283;Dinamitzacio34;;2016/04/07T:11:30:08;2018/04/04T:14:22:54;;;0
9114;Cercar l’equilibri de la mobilitat entre els vehicle privat i altres formes de transport/desplaçament;;;9283;Dinamitzacio34;;2016/04/07T:11:30:39;2018/04/04T:14:22:54;;;0
9115;Garantir la cura i el benestar de les persones en situació de dependència;;;12179;democracia_activa5;;2016/04/07T:11:31:17;2018/04/04T:14:22:54;;;0
9116;Campanyes de sensibilització sobre les superilles ;;;9283;Dinamitzacio34;13552;2016/04/07T:11:32:46;2018/04/04T:14:22:54;;;1
9117;Aplicar el model del bicing amb cotxes elèctrics ;;;9283;Dinamitzacio34;;2016/04/07T:11:33:17;2018/04/04T:14:22:54;;;0
9118;Canvi d'usos de l'Edifici buit de la plaça 3 xemeneias (FECSA) per al barri i la ciutat;;;3456;Velasco;13739;2016/04/07T:11:33:25;2018/04/04T:14:22:54;;;1
9119;Facilitar l’accés als permisos municipals d’obres;;;9289;suport_decidim_hg_i_;10996;2016/04/07T:11:33:55;2018/04/04T:14:22:54;;;1
9120;Eixos verds/segurs/amables al voltant de les escoles;;;9283;Dinamitzacio34;;2016/04/07T:11:34:09;2018/04/04T:14:22:54;;;0
9121;Espais interiors de les illes més amables/verds;;;9283;Dinamitzacio34;;2016/04/07T:11:34:48;2018/04/04T:14:22:54;;;0
9122;Col·locar un semàfor al final o entrada del camí del notari;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:35:05;2018/04/04T:14:22:54;18738;merche_galindo;0
9123;Fer estudi de l’impacte econòmic de les superilles i del cost de les mesures;;;9283;Dinamitzacio34;13530;2016/04/07T:11:35:32;2018/04/04T:14:22:54;;;1
9124;Augmentar els contenidors d’escombraries,  instal·lar contenidors de reciclatge   ;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:36:05;2018/04/04T:14:22:54;18738;merche_galindo;0
9125;Alfabetització i ensenyaments nivell cero per nouvinguts  a l’escola d’adults Pere Calders;;;3725;maitestac;;2016/04/07T:11:36:07;2018/04/04T:14:22:54;;;0
9126;Ampliar el procés participatiu de superilles a més ciutadania perquè valori la proposta;;;9283;Dinamitzacio34;;2016/04/07T:11:36:35;2018/04/04T:14:22:54;;;0
9127;Aclarir l’afectació urbanística dels veïns del Barri de la Font de Gos;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:37:08;2018/04/04T:14:22:54;18738;merche_galindo;0
9128;Carrers bàsics de l'Eixample per a carrils bici i transport públic  ;;;9283;Dinamitzacio34;;2016/04/07T:11:37:25;2018/04/04T:14:22:54;;;0
9129;Dotar al Barri de la Font del Gos de les infraestructures importants i necessàries ;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:37:58;2018/04/04T:14:22:54;;;0
9130;Potenciar accions i projectes comunitaris que promoguin una vida autònoma i la participació a la vida social;;;12179;democracia_activa5;;2016/04/07T:11:38:27;2018/04/04T:14:22:54;;;0
9131;Reconèixer la Font del Gos com a Barri;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:38:45;2018/04/04T:14:22:54;18738;merche_galindo;0
9132;Millorar la pavimentació dels carrers amb materials que ajudin a reduir el soroll emès pels vehicles rodats, en espacial les motos. ;;;9283;Dinamitzacio34;;2016/04/07T:11:38:45;2018/04/04T:14:22:54;;;0
9133;Intentar obrir nous passatges entre illes i mobilitzar i dinamitzar els baixos ;;;9283;Dinamitzacio34;;2016/04/07T:11:39:33;2018/04/04T:14:22:54;;;0
9134;Fomentar el civisme dels veïns del Barri de la Font del Gos;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:39:34;2018/04/04T:14:22:54;;;0
9135;Fer places als encreuaments de carrers, com ara a Consell de Cent – Borrell. ;;;9283;Dinamitzacio34;13638;2016/04/07T:11:40:23;2018/04/04T:14:22:54;;;1
9136;Aungmentar el manteniment i la neteja del Bari de la font del gos ;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:40:34;2018/04/04T:14:22:54;18738;merche_galindo;0
9137;Incentivar a la ciutadania a presentar projectes de terrats comunitaris;;;9283;Dinamitzacio34;;2016/04/07T:11:41:00;2018/04/04T:14:22:54;;;0
9138;Mediació de l’ús de l’espai públic per part del veïnat autoorganitzat;;;9283;Dinamitzacio34;;2016/04/07T:11:41:46;2018/04/04T:14:22:54;;;0
9139;Difusió de les dades “reals” recollides als punts de contaminació;;;9283;Dinamitzacio34;;2016/04/07T:11:42:13;2018/04/04T:14:22:54;;;0
9140;Bordillos 7 centímetros más bajos;;;16791;hinarejos_anhimo_2;;2016/04/07T:11:43:20;2018/04/04T:14:22:54;;;0
9141;Govierno más responsable;;;9267;suport_ciutat_vella;;2016/04/07T:11:43:49;2018/04/04T:14:22:54;;;0
9142;La combinació dels usos esportius i veïnals i l’accessibilitat com a criteris que defineixin la plaça.;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:45:33;2018/04/04T:14:22:54;;;0
9143;Obrir un nou accés a la plaça i si és viable amb un ascensor.;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:46:34;2018/04/04T:14:22:54;;;0
9144;Habilitar tos els serveis per a poder desenvolupar activitats a la plaça.;;;9289;suport_decidim_hg_i_;"15201;15204;15208;15211;15213;15311;15312;15344;15408;15439;18302";2016/04/07T:11:47:25;2018/04/04T:14:22:54;;;11
9145;Construir unes pistes oficials de bitlles catalanes i habilitar un dels locals amb lavabos per quan hi hagi competició.;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:48:36;2018/04/04T:14:22:54;;;0
9146;Habitatges amb serveis comuns ;;;12179;democracia_activa5;;2016/04/07T:11:49:09;2018/04/04T:14:22:54;;;0
9147;Realització de dinàmiques a les escoles per treballar la discriminació cultural;;;13405;dsoriano;;2016/04/07T:11:49:28;2018/04/04T:14:22:54;;;0
9148;Instal·lar una taula de ping-pong.;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:49:31;2018/04/04T:14:22:54;;;0
9149;Millorar la zona d’escalada i construir un bulder.;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:50:37;2018/04/04T:14:22:54;;;0
9150;Espais d’estada per als esplais i per al veïnat.;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:51:39;2018/04/04T:14:22:54;;;0
9151;Respectar l'oci dels infants: Reduir o eliminar els deures a les escoles;;;13405;dsoriano;14129;2016/04/07T:11:51:46;2018/04/04T:14:22:54;;;1
9152;Habilitar una petita pista amb una cistella de bàsquet. ;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:52:50;2018/04/04T:14:22:54;;;0
9153;Posar una font de boca per a les persones usuàries de la plaça.;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:53:41;2018/04/04T:14:22:54;;;0
9154;Programa universal d'adaptació funcional de la llar;;;12179;democracia_activa5;;2016/04/07T:11:54:26;2018/04/04T:14:22:54;;;0
9155;Buscar alternatives per al col·lectiu d’skaters;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:54:47;2018/04/04T:14:22:54;;;0
9156;Promoure i visibilitzar aquelles empreses responsables amb la igualtat de gènere i la conciliació familiar;;;10703;suport_decidim_bar_2;9244;2016/04/07T:11:55:05;2018/04/04T:14:22:54;;;1
9157;Elaborar un calendari d’usos de la plaça.;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:55:44;2018/04/04T:14:22:54;;;0
9158;Construir un escenari de manera fixe.;;;9289;suport_decidim_hg_i_;;2016/04/07T:11:56:37;2018/04/04T:14:22:54;;;0
9159;Pla estratègic de comerç per cada barri ;;;9263;suport_decidim_activ;;2016/04/07T:11:57:08;2018/04/04T:14:22:54;;;0
9160;Art per a les franges d’edat  3-16  a Calàbria 66;;;3725;maitestac;;2016/04/07T:11:57:14;2018/04/04T:14:22:54;;;0
9161;Ampliar el servei de tele-àssistència adaptada per a persones sense mobilitat a les extremitats superiors;;;12179;democracia_activa5;;2016/04/07T:11:57:36;2018/04/04T:14:22:54;;;0
9162;Revisar els projectes de foment del comerç de proximitat fet anteriorment;;;9263;suport_decidim_activ;;2016/04/07T:11:57:41;2018/04/04T:14:22:54;;;0
9163;Pla de mobilitat en relació al comerç adequat a cada territori;;;9263;suport_decidim_activ;9300;2016/04/07T:11:58:10;2018/04/04T:14:22:54;;;1
9164;Escoltar al comerç i associacions;;;9263;suport_decidim_activ;12781;2016/04/07T:11:58:34;2018/04/04T:14:22:54;;;1
9165;Utilitzar els espais de TMB per fer difusió del comerç de proximitat;;;9263;suport_decidim_activ;;2016/04/07T:11:58:58;2018/04/04T:14:22:54;;;0
9166;Mediació de l’ús de l’espai públic per part del veïnat autoorganitzat;;;9283;Dinamitzacio34;;2016/04/07T:11:59:19;2018/04/04T:14:22:54;;;0
9167;Regulació de centres comercials ;;;9263;suport_decidim_activ;;2016/04/07T:11:59:31;2018/04/04T:14:22:54;;;0
9168;Que el camió de la neteja amb aigua passi mes sovint;;;9267;suport_ciutat_vella;;2016/04/07T:11:59:53;2018/04/04T:14:22:55;;;0
9169;Roca Village;;;9263;suport_decidim_activ;;2016/04/07T:11:59:56;2018/04/04T:14:22:55;;;0
9170;Agilitat amb les subvencions al comerç;;;9263;suport_decidim_activ;;2016/04/07T:12:00:26;2018/04/04T:14:22:55;28792;Jordi;0
9171;Revaloritzar el comerç dels barris amb més precarietat ;;;9263;suport_decidim_activ;;2016/04/07T:12:00:53;2018/04/04T:14:22:55;;;0
9172;Canviar els circuits per on es desenvolupen les curses per no afectar el comerç;;;9263;suport_decidim_activ;9563;2016/04/07T:12:01:22;2018/04/04T:14:22:55;;;1
9173;Promoure la flexibilitat del treball;;;10703;suport_decidim_bar_2;;2016/04/07T:12:01:28;2018/04/04T:14:22:55;;;0
9174;Utilitzar locals buits per altres usos no comercials, donant millor imatge ;;;9263;suport_decidim_activ;;2016/04/07T:12:01:54;2018/04/04T:14:22:55;;;0
9175;Agilitzar la regulació-burocràcia en el sector del comerç;;;9263;suport_decidim_activ;;2016/04/07T:12:02:43;2018/04/04T:14:22:55;;;0
9176;Augmentar la formació per a la creació de negocis ;;;9263;suport_decidim_activ;;2016/04/07T:12:03:12;2018/04/04T:14:22:55;;;0
9177;Busto del Rey en la Sala de Plenos.;;;15752;pablomartin;"11163;14210";2016/04/07T:12:03:27;2018/04/04T:14:22:55;;;2
9178;Ocupació de qualitat al comerç mitjançant la regulació d’horaris;;;9263;suport_decidim_activ;9288;2016/04/07T:12:03:40;2018/04/04T:14:22:55;;;1
9179;Regulació del comerç;;;9263;suport_decidim_activ;9298;2016/04/07T:12:04:12;2018/04/04T:14:22:55;;;1
9180;Diversificar el comerç i estendre a les perifèries;;;9263;suport_decidim_activ;9279;2016/04/07T:12:04:38;2018/04/04T:14:22:55;;;1
9181;Plans d’usos comercials als barris;;;9263;suport_decidim_activ;;2016/04/07T:12:05:00;2018/04/04T:14:22:55;;;0
9182;Más presencia de la Casa Real en el nomenclátor.;;;15752;pablomartin;"9465;9566";2016/04/07T:12:05:10;2018/04/04T:14:22:55;;;5
9183;Inspecció i control al comerç;;;9263;suport_decidim_activ;;2016/04/07T:12:05:24;2018/04/04T:14:22:55;;;0
9184;Que la limpieza de la calle se haga mas pronto;;;9267;suport_ciutat_vella;;2016/04/07T:12:05:46;2018/04/04T:14:22:55;;;0
9185;Web de les associacions comercials de la ciutat;;;9263;suport_decidim_activ;;2016/04/07T:12:05:48;2018/04/04T:14:22:55;;;0
9186;Promoció de l’associacionisme comercial;;;9263;suport_decidim_activ;9294;2016/04/07T:12:06:12;2018/04/04T:14:22:55;;;1
9187;Formació al comerç;;;9263;suport_decidim_activ;;2016/04/07T:12:06:38;2018/04/04T:14:22:55;;;0
9188;Apeus comercials;;;9263;suport_decidim_activ;9277;2016/04/07T:12:07:05;2018/04/04T:14:22:55;;;1
9189;30 de enero, día oficial en Barcelona.;;;15752;pablomartin;9263;2016/04/07T:12:07:22;2018/04/04T:14:22:55;;;1
9190;Fomentar el paper de les associacions comercials com a promotores sòcio-econòmiques;;;9263;suport_decidim_activ;;2016/04/07T:12:07:43;2018/04/04T:14:22:55;;;0
9191;Reconèixer i visibilitzar els processos  de participació social, política i tecnològica de les dones i les accions engegades pels col·lectius de dones;;;10703;suport_decidim_bar_2;"9257;10569";2016/04/07T:12:14:42;2018/04/04T:14:22:55;;;2
9192;Seguridad en las aceras;;;17325;francisco_gonzalez_n;9512;2016/04/07T:12:15:37;2018/04/04T:14:22:55;;;1
9193;Impulsar la Xarxa XIB d'inserció laboral per a les persones amb diversitat funcional;;;12179;democracia_activa5;;2016/04/07T:12:19:00;2018/04/04T:14:22:55;;;0
9194;Tenir accés a instal·lacions esportives i de lleure diverses amb preus més assequible ;;;9289;suport_decidim_hg_i_;10349;2016/04/07T:12:19:01;2018/04/04T:14:22:55;;;1
9195;Promoure activitats (caminades, excursions, etc) a la natura aprofitant l’entorn proper de Collserola ;;;9289;suport_decidim_hg_i_;10355;2016/04/07T:12:20:01;2018/04/04T:14:22:55;;;2
9196;Habilitar espais que serveixin com espais de trobada i relació ;;;9289;suport_decidim_hg_i_;10359;2016/04/07T:12:21:16;2018/04/04T:14:22:55;;;1
9197;Dotar els serveis d’atenció a les persones amb els recursos de suport necessaris per a garantir que els usuaris del servei els puguin utilitzar de manera plena.;;;12179;democracia_activa5;;2016/04/07T:12:23:25;2018/04/04T:14:22:55;;;0
9198;Treball: Facilitar llocs de treball a persones amb malaltia mental i discapacitat i promoure la jornada laboral flexible ;;;9289;suport_decidim_hg_i_;10367;2016/04/07T:12:23:30;2018/04/04T:14:22:55;;;1
9199;Potenciar el voluntariat de les persones amb trastorn mental ;;;9289;suport_decidim_hg_i_;;2016/04/07T:12:24:32;2018/04/04T:14:22:55;;;0
9200;Tenir activitats de lleure com la Risoterapia i la Musicoterapia i Dansa.;;;9289;suport_decidim_hg_i_;10371;2016/04/07T:12:26:31;2018/04/04T:14:22:55;;;1
9201;Disposar d'una xarxa de Voluntariat que pugui donar assistència personal en situacions específiques ;;;9289;suport_decidim_hg_i_;;2016/04/07T:12:27:28;2018/04/04T:14:22:55;;;0
9202;"Disposar al districte de més espais de lectura; i potenciar activitats que afavoreixin la lectura i l'escriptura. ";;;9289;suport_decidim_hg_i_;;2016/04/07T:12:28:30;2018/04/04T:14:22:55;;;0
9203;Establir al pla de formació municipal una oferta formativa obligatòria sobre accessibilitat.;;;12179;democracia_activa5;9269;2016/04/07T:12:28:33;2018/04/04T:14:22:55;;;1
9204;Potenciar i Subvencionar els processos i projectes d’empoderament i auto organització de dones;;;10703;suport_decidim_bar_2;9272;2016/04/07T:12:28:46;2018/04/04T:14:22:55;;;1
9205;Disposar d'una oferta de cinema al Districte o plantejar a través d'altres equipaments (Centres Cívics ...) ;;;9289;suport_decidim_hg_i_;;2016/04/07T:12:29:34;2018/04/04T:14:22:55;;;0
9206;Conscienciar a la ciutadania amb el tema de la neteja i higiene al carrer i millorar la neteja de la via pública (especial èmfasi en la brutícia dels gossos);;;9289;suport_decidim_hg_i_;;2016/04/07T:12:30:51;2018/04/04T:14:22:55;;;0
9207;Fomentar mesures de promoció dels animals de companyia i l’educació dels propietaris envers la convivència amb tots els usuaris/es dels espais públics;;;9289;suport_decidim_hg_i_;;2016/04/07T:12:31:54;2018/04/04T:14:22:55;;;0
9208;Resoldre la cunya invasora del Tenis la Salut a la cruïlla del carrer Riera Can Toda amb Mare de Deu de la Salut que en redueix la visibilitats pels vianants, molts d’ells escolars.';;;9530;gr_raons_publiques;;2016/04/07T:12:33:18;2018/04/04T:14:22:55;;;0
9209;"Habilitar espais oberts per a la pràctica esportiva; espais de lliure accés: cistelles de bàsquet, taules de tennis, etc. ";;;9289;suport_decidim_hg_i_;;2016/04/07T:12:33:44;2018/04/04T:14:22:55;;;0
9210;Fomentar la participació de dones joves en els Consell de Dones dels Districtes;;;10703;suport_decidim_bar_2;9295;2016/04/07T:12:34:44;2018/04/04T:14:22:55;;;1
9211;Potenciar la figura del Policia de barri com a recurs per a donar suport a les persones que més ho necessiten ;;;9289;suport_decidim_hg_i_;;2016/04/07T:12:34:55;2018/04/04T:14:22:55;;;0
9212;Potenciar la figura d’Agents Cívics que vetllin també per la bona convivència a nivell de barri ;;;9289;suport_decidim_hg_i_;;2016/04/07T:12:35:45;2018/04/04T:14:22:55;;;0
9213;Impulsar un Pla Integral de suport a les famílies ;;;12179;democracia_activa5;;2016/04/07T:12:36:49;2018/04/04T:14:22:55;;;0
