id_proposal;title_ca;title_es;title_en;authors_ids;authors_nicknames;comments;created_at;published_at;endorsements_ids;endorsements_nicknames;number_of_comments
4573;Transparència en els rebuts del Servei d’Assistència Domiciliària.;;;9272;annab_santsmontlac_2;;2016/03/10T:11:01:24;2018/04/04T:14:22:48;;;0
4574;Utilitzar els menjadors socials, després del servei diari, per distribuir menjar a preus assequibles;;;9272;annab_santsmontlac_2;;2016/03/10T:11:04:27;2018/04/04T:14:22:48;;;0
4575;Incloure els caps de setmana en SAD;;;9272;annab_santsmontlac_2;;2016/03/10T:11:05:43;2018/04/04T:14:22:48;;;0
4576;Dotar de més mitjans i recursos els centres de dia.;;;9272;annab_santsmontlac_2;;2016/03/10T:11:08:17;2018/04/04T:14:22:48;;;0
4577;Habitatge digne, adaptat i assequible per les persones amb diversitat funcional;;;9272;annab_santsmontlac_2;"9141;9938";2016/03/10T:11:09:57;2018/04/04T:14:22:48;;;2
4578;Ampliar els espais ciclables i modificar els itineraris del bus del barri per conectar amb tots centres de salut;;;10703;suport_decidim_bar_2;"5779;7610;16656";2016/03/10T:11:13:25;2018/04/04T:14:22:48;;;3
4579;Ampliar a les persones amb mobilitat reduïda l'accés a habitatges tutelats/amb suport per gent gran.;;;9272;annab_santsmontlac_2;9940;2016/03/10T:11:14:03;2018/04/04T:14:22:48;;;1
4580;Servei d'assistents personal més assequible.;;;9272;annab_santsmontlac_2;9237;2016/03/10T:11:15:46;2018/04/04T:14:22:48;;;1
4581;Dret al servei d’assistència sexual per les persones amb diversitat funcional;;;9272;annab_santsmontlac_2;;2016/03/10T:11:17:13;2018/04/04T:14:22:48;;;0
4582;Estudi de salut mental a la Zona Nord;;;10306;Punt6;;2016/03/10T:11:18:11;2018/04/04T:14:22:48;;;0
4583;Donar visibilitat i valor al que poden fer les persones amb diversitat funcional ;;;9272;annab_santsmontlac_2;8189;2016/03/10T:11:19:54;2018/04/04T:14:22:48;;;1
4584;Oferir activitats per a persones amb diversitat funcional als Centres Cívics i equipaments i espais de lleure. ;;;9272;annab_santsmontlac_2;;2016/03/10T:11:21:57;2018/04/04T:14:22:48;;;0
4585;Adaptar programes pensats per la gent gran (Viure i conviure, Radars, ) per millorar la qualitat de vida i la comunicació de les persones amb diversitat funcional. ;;;9272;annab_santsmontlac_2;13169;2016/03/10T:11:23:34;2018/04/04T:14:22:48;;;1
4586;Plantilles fixes però conscienciades amb l’entorn on treballen;;;10306;Punt6;15336;2016/03/10T:11:35:06;2018/04/04T:14:22:48;;;1
4587;Destinar recursos econòmics vers una equitat social de l’Educació a la ciutat;;;10306;Punt6;15337;2016/03/10T:11:43:37;2018/04/04T:14:22:48;;;1
4588;Queremos un nuevo Instituto en el barrio;;;10306;Punt6;15338;2016/03/10T:11:45:40;2018/04/04T:14:22:48;;;1
4589;Assessorament per part de l’EAP a les escoles;;;10306;Punt6;"4738;15341";2016/03/10T:11:50:17;2018/04/04T:14:22:48;;;2
4590;Tenir espais de relació i reflexió entre els agents educatius del territori;;;10306;Punt6;15343;2016/03/10T:11:52:22;2018/04/04T:14:22:48;;;1
4591;Formació professional a la Zona Nord de Nou Barris;;;10306;Punt6;15345;2016/03/10T:12:00:04;2018/04/04T:14:22:48;;;1
4592;Tenir una escola oficial d’idiomes al districte;;;10306;Punt6;5176;2016/03/10T:12:01:36;2018/04/04T:14:22:48;;;1
4593;Incrementar l’atenció domiciliària de qualitat;;;10703;suport_decidim_bar_2;5352;2016/03/10T:12:09:02;2018/04/04T:14:22:48;;;1
4594;Volem educadors/es socials a les escoles i instituts;;;10306;Punt6;4823;2016/03/10T:12:12:43;2018/04/04T:14:22:48;;;1
4595;Reconeixement i suport al treball en xarxa que ja existeix al barri;;;10306;Punt6;15349;2016/03/10T:12:15:59;2018/04/04T:14:22:48;;;1
4596;Que les terrasses no ocupin >25% de la superfície del carrer.;;;11236;toni_caparros;4905;2016/03/10T:12:16:27;2018/04/04T:14:22:48;;;1
4597;Planificació conjunta d’activitats puntuals entre els centres educatius ;;;10306;Punt6;15351;2016/03/10T:12:20:39;2018/04/04T:14:22:48;;;1
4598;Minimitzar contaminació acústica i mediambiental, i alertar sobre campanyes de fumigació;;;10703;suport_decidim_bar_2;"14175;16014;17295";2016/03/10T:12:20:57;2018/04/04T:14:22:48;;;3
4599;;Apostar por las energías renovables y por las soluciones de eficiencia energética integral.;;6819;daniel_aparicio_serr;"4784;4812;5273";2016/03/10T:13:24:07;2018/04/04T:14:22:48;;;3
4600;Construir i posar en marxa l'IES Vallcarca ;;;7330;comunicadores_del_co;"4759;4848;15189";2016/03/10T:14:09:32;2018/04/04T:14:22:48;;;3
4601;Proposta de ràtios adients a les necessitats territorials;;;10306;Punt6;15353;2016/03/10T:14:28:21;2018/04/04T:14:22:48;;;1
4602;Garantir els drets Constitucionals de les persones;;;10703;suport_decidim_bar_2;8509;2016/03/10T:14:47:13;2018/04/04T:14:22:48;;;1
4603;Fer seguiment de les actuacions que s'impulsin;;;10703;suport_decidim_bar_2;;2016/03/10T:14:58:30;2018/04/04T:14:22:48;;;0
4604;Menys volum dels avisos al metro;;;908;mon;"5272;6228";2016/03/10T:15:23:53;2018/04/04T:14:22:48;;;2
4605;Unir mediante escalera mecanica la carretera del Carmel con la calle Mühlberg;;;11403;emilio_2_3;7724;2016/03/10T:15:54:59;2018/04/04T:14:22:48;;;1
4606;Promoure l’educació sanitària i l’auto exploració física entre la població;;;3827;suport_decidim_barce;;2016/03/10T:16:08:12;2018/04/04T:14:22:48;;;0
4607;Racionalització dels recursos sanitaris. ;;;3827;suport_decidim_barce;;2016/03/10T:16:23:36;2018/04/04T:14:22:48;;;0
4608;Formació continuada i  reciclatge dels professionals sanitaris;;;3827;suport_decidim_barce;4865;2016/03/10T:16:25:17;2018/04/04T:14:22:48;;;1
4609;Millorar la connexió en transport públic entre els equipaments sanitaris;;;3827;suport_decidim_barce;;2016/03/10T:16:28:29;2018/04/04T:14:22:48;;;0
4610;Millorar la senyalització dels equipaments sanitaris;;;3827;suport_decidim_barce;;2016/03/10T:16:30:12;2018/04/04T:14:22:48;;;0
4611;Incorporar més serveis de traducció per a persones immigrades als centres sanitaris;;;3827;suport_decidim_barce;;2016/03/10T:16:40:37;2018/04/04T:14:22:48;;;0
4612;Difussio presencial i online del Pla d'actuacio anual  iPressupost municipal i del tancament del mateix.;;;11246;miguel_vila_despujol;10380;2016/03/10T:16:43:12;2018/04/04T:14:22:48;;;1
4613;Promoure els centres de planificació familiar ;;;3827;suport_decidim_barce;;2016/03/10T:16:44:47;2018/04/04T:14:22:48;;;0
4614;Ampliar el programa de prevenció del suïcidi, especialment entre la població jove.;;;3827;suport_decidim_barce;;2016/03/10T:16:49:44;2018/04/04T:14:22:48;;;0
4615;Prevenció de conductes addictives entre els adolescents;;;3827;suport_decidim_barce;;2016/03/10T:17:06:29;2018/04/04T:14:22:48;;;0
4616;Garantir una xarxa d’habitatge accessible per a les persones amb problemàtiques de salut mental. ;;;3827;suport_decidim_barce;;2016/03/10T:17:18:24;2018/04/04T:14:22:48;;;0
4617;Transparència, participació i seguiment dels serveis de Salut i CAP;;;3827;suport_decidim_barce;;2016/03/10T:17:21:07;2018/04/04T:14:22:48;;;0
4618;Caminem Junts.;;;10867;ampa_escola_pau_casa;"5307;5311;5434;8380;11602;16659";2016/03/10T:17:21:51;2018/04/04T:14:22:48;;;6
4619;Augmentar els serveis de rehabilitació evitant les llistes d’espera i les limitacions en el tractament.;;;3827;suport_decidim_barce;5921;2016/03/10T:17:22:54;2018/04/04T:14:22:48;;;1
4620;Transformació de la Plaça de Joan Pelegrí;;;11089;quim_sants;;2016/03/10T:17:34:56;2018/04/04T:14:22:48;;;0
4621;Pista esportiva carrer Aurora;;;3827;suport_decidim_barce;;2016/03/10T:18:09:35;2018/04/04T:14:22:48;;;0
4622;Parc infantil a la plaça dels Àngels;;;3827;suport_decidim_barce;18091;2016/03/10T:18:12:12;2018/04/04T:14:22:48;;;1
4623;Mes espais verds;;;3827;suport_decidim_barce;;2016/03/10T:18:14:45;2018/04/04T:14:22:48;;;0
4624;Més cistelles de bàsquet per jugar;;;3827;suport_decidim_barce;;2016/03/10T:18:27:43;2018/04/04T:14:22:48;;;0
4625;Semàfor per a vianants al Carrer Gran de Sant Andreu 446;;;11301;karles23;"15658;15662;15666;15688;15695";2016/03/10T:18:35:40;2018/04/04T:14:22:48;;;5
4626;Tapar els forats dels arbres a Gran de Sant Andreu per evitar caigues;;;11301;karles23;;2016/03/10T:18:48:45;2018/04/04T:14:22:48;;;0
4627;BUS 87 a Diagonal;;;10712;froila;16660;2016/03/10T:18:52:22;2018/04/04T:14:22:48;;;1
4628;Bus Barri 129 a parada metro c7 Bea Almat;;;10712;froila;16662;2016/03/10T:19:00:33;2018/04/04T:14:22:48;;;1
4629;Itineraris saludables per a passejar dins l'Eixample;;;10597;cesar_lobato;5123;2016/03/10T:19:23:49;2018/04/04T:14:22:48;;;1
4630;Marxa popular per una ciutat per als  vianants;;;10597;cesar_lobato;;2016/03/10T:19:27:54;2018/04/04T:14:22:48;;;0
4631;C/Camèlies. Gràcia;;;11477;carmen_dropez;"15988;15990;20515";2016/03/10T:20:02:48;2018/04/04T:14:22:48;;;3
4632;Programes preventius en salut afectiva, sexual i reproductiva;;;11490;nuria_abd;;2016/03/10T:20:13:52;2018/04/04T:14:22:48;;;0
4633;C/Camèlies. Gràcia;;;11477;carmen_dropez;"4793;4794;4798;4799;4800;4801;4802;4803;4804;5778;8078;8111";2016/03/10T:20:25:04;2018/04/04T:14:22:48;;;12
4634;Publicació i enviament als veïns de les actes dels òrgans de participació.;;;512;solidaritat_catalana;10454;2016/03/10T:20:30:50;2018/04/04T:14:22:48;;;1
4635;millorar carrer camelies;;;11513;ja_plana;"4882;8898";2016/03/10T:20:54:42;2018/04/04T:14:22:48;;;2
4636;Metro Onze de setembre;;;908;mon;;2016/03/10T:21:25:45;2018/04/04T:14:22:48;;;0
4637;pisos turístics;;;11517;josep_ramon_badia;5169;2016/03/10T:21:26:09;2018/04/04T:14:22:48;;;1
4638;Fomentar i preservar els jardins privats de les illes de l'eixample;;;8697;;"4844;4894";2016/03/10T:21:37:24;2018/04/04T:14:22:48;;;2
4639;Crear un Carril bici Sarria-Av.Esplugues i millorar les voreres.;;;8923;b_carreras;16370;2016/03/10T:22:39:33;2018/04/04T:14:22:48;;;1
4640;Remodelacio del carrer Sant Salvador;;;11543;sant_salvador;"15069;20379";2016/03/10T:22:57:26;2018/04/04T:14:22:48;30154;arvs87;2
4641;Heliport a la zona d'hospitals Districtes Gracia i Horta Guinardó per a urgencies;;;31291;associacio_de_vei_15;;2016/03/10T:23:19:31;2018/04/04T:14:22:48;;;0
4642;Perseguir als infractors de les normes de seguretat vial;;;11544;jbernado;;2016/03/10T:23:22:07;2018/04/04T:14:22:48;;;0
4643;Targetes de metro recarregables (reutilitzables);;;908;mon;"4954;5271";2016/03/10T:23:22:19;2018/04/04T:14:22:48;;;4
4644;Fer complir els horaris comercials independentment d´ètnia o nacionalitat dels regents;;;11545;gumer;;2016/03/10T:23:26:07;2018/04/04T:14:22:48;;;0
4645;Sotmetre a referèndum les restriccions a l´obertura d´hotels;;;11545;gumer;;2016/03/10T:23:29:34;2018/04/04T:14:22:48;;;0
4646;Suports en xarxa i impost de ciutat per a paliar crisis, suport a la xarxa d'entitats ONG i societat civil;;;31291;associacio_de_vei_15;;2016/03/10T:23:30:07;2018/04/04T:14:22:48;;;0
4647;Referèndum sobre la venda ambulant;;;11545;gumer;;2016/03/10T:23:31:55;2018/04/04T:14:22:48;;;0
4648;Presència de la Guàrdia Urbana a les estacions amb més carterisme;;;11545;gumer;6050;2016/03/10T:23:34:28;2018/04/04T:14:22:48;;;1
4649;Convocar un referèndum sobre el tramvia de la Diagonal;;;11545;gumer;"5949;6570";2016/03/10T:23:35:52;2018/04/04T:14:22:48;;;3
4650;Jardines colgantes de Babilonia. La novena maravilla del mundo. Reconstrución en Barcelona.;;;31291;associacio_de_vei_15;;2016/03/10T:23:37:56;2018/04/04T:14:22:48;;;0
4651;Barcelona no és partidaria de l'obsolescència programada;;;908;mon;;2016/03/10T:23:38:20;2018/04/04T:14:22:48;;;0
4652;Gran Palau de llum i color i de musica com a comunicacio digital moderna;;;31291;associacio_de_vei_15;;2016/03/10T:23:44:19;2018/04/04T:14:22:48;;;0
4653;Promoure un referèndum català o estatal sobre política migratòria;;;11545;gumer;10559;2016/03/10T:23:48:26;2018/04/04T:14:22:48;;;1
4654;Ies. Vallcarca... ja!;;;31291;associacio_de_vei_15;"4850;7248;7614;15190";2016/03/10T:23:55:38;2018/04/04T:14:22:48;;;4
4655;Badal, el gran oblidat;;;11552;carme_menendez;;2016/03/11T:01:25:51;2018/04/04T:14:22:48;;;0
4656;MIllorar carrer Avenir;;;11554;anna_ylla-catala_i_p;;2016/03/11T:06:21:30;2018/04/04T:14:22:48;;;0
4657;Dedicar carrer o plaça a Jordi Llimona i Barret;;;11554;anna_ylla-catala_i_p;;2016/03/11T:06:42:05;2018/04/04T:14:22:48;;;0
4658;Formació afectiu-sexual lliure de prejudicis;;;10337;rafaela_subias;"5010;5011;13674;13676";2016/03/11T:07:52:43;2018/04/04T:14:22:48;;;4
4659;Que l´Ajuntament compleixi la llei i emiteixi factures per les escoles bresol;;;11545;gumer;8696;2016/03/11T:07:53:25;2018/04/04T:14:22:48;;;1
4660;Que es pugui rebre resposta del servei d´Hisenda per email;;;11545;gumer;8558;2016/03/11T:07:56:57;2018/04/04T:14:22:48;;;1
4661;Formació afectiu-sexual lliure de prejudicis als centres educatius;;;10337;rafaela_subias;4824;2016/03/11T:08:00:10;2018/04/04T:14:22:48;;;1
4662;"Espai de comunicacio popular del poble vers el poble els "" corners espaekers""  al Park Güell i la Creueta del Coll ( Gracia)";;;31291;associacio_de_vei_15;10706;2016/03/11T:09:05:57;2018/04/04T:14:22:48;;;1
4663;Recuperar pel parc Güell,les coves o cates de mines,per a la ciutat. En el passeig de les Palmeres;;;31291;associacio_de_vei_15;;2016/03/11T:09:12:32;2018/04/04T:14:22:48;;;0
4664;Canvi d'usos de l'Estació de França, en un futur immediat. Espai Multicultural i arts esceniques;;;31291;associacio_de_vei_15;;2016/03/11T:09:20:15;2018/04/04T:14:22:48;;;0
4665;Redissenyar,convertir, donar nous usos als vagons antics de trens;;;31291;associacio_de_vei_15;9480;2016/03/11T:09:26:29;2018/04/04T:14:22:48;;;1
4666;Priorització transport públic;;;7330;comunicadores_del_co;"5268;7899";2016/03/11T:09:33:10;2018/04/04T:14:22:48;;;3
4667;Xarxa de serveis de venda o intercanvi de llibres i petits utensilis,intercanvi o trueque;;;31291;associacio_de_vei_15;;2016/03/11T:09:33:29;2018/04/04T:14:22:48;;;0
4668;Conservar la idiosincràcia dels barris;;;7330;comunicadores_del_co;13244;2016/03/11T:09:42:59;2018/04/04T:14:22:48;;;1
4669;Habitatges per a estudiants i nous vinguts, habitatges provisionals o definitius de lloguer al Port de Barcelona.;;;31291;associacio_de_vei_15;;2016/03/11T:09:43:11;2018/04/04T:14:22:48;;;0
4670;Recuperar antics campings municipals desapareguts;;;31291;associacio_de_vei_15;;2016/03/11T:09:49:07;2018/04/04T:14:22:48;;;0
4671;Implementar la Coeducació als centres escolars;;;7330;comunicadores_del_co;"13677;13679";2016/03/11T:09:52:19;2018/04/04T:14:22:48;;;2
4672;Recuperacio ciutadana en risc d'exclusió, i control de l'explotacio de les persones per les persones;;;31291;associacio_de_vei_15;;2016/03/11T:09:57:20;2018/04/04T:14:22:48;;;0
4673;Uns barris i una ciutat verds;;;7330;comunicadores_del_co;"5217;7935;9185;9326;12647";2016/03/11T:09:57:31;2018/04/04T:14:22:48;;;5
4674;Estacions fantasmes del Metro de BCN. Nous usos;;;31291;associacio_de_vei_15;;2016/03/11T:10:08:06;2018/04/04T:14:22:48;;;0
4675;Aparcament C/ Acàcies canvia cada 3 mesos;;;11583;jesus1975;"4829;4831;4832";2016/03/11T:10:11:07;2018/04/04T:14:22:48;;;3
4676;Facilitar l’autonomia personal en la malaltia;;;10703;suport_decidim_bar_2;;2016/03/11T:10:14:23;2018/04/04T:14:22:48;;;0
4677;Cada persona ha de trobar el seu lloc a la societat . Cal més misericordia. ;;;31291;associacio_de_vei_15;;2016/03/11T:10:21:10;2018/04/04T:14:22:48;;;0
4678;Drons. Aparells voladors amb càmera per a vigilar;;;31291;associacio_de_vei_15;;2016/03/11T:10:28:51;2018/04/04T:14:22:48;;;0
4679;Corresponsabilitzar a la ciutadania en el bon ús dels serveis públics sanitaris;;;10703;suport_decidim_bar_2;8710;2016/03/11T:10:47:20;2018/04/04T:14:22:48;;;1
4680;Treballadores xexuals. Drets i obligacions. Seguretat i reconeixment i sanitat personal.Sindicat professional.;;;31291;associacio_de_vei_15;;2016/03/11T:11:07:56;2018/04/04T:14:22:48;;;0
4681;Regular els turistes a Santa Caterina davant l'obertura del dos nous mega-hotels (Francesc Cambó i Rec Comtal);;;11236;toni_caparros;5384;2016/03/11T:11:20:51;2018/04/04T:14:22:48;;;1
4682;Actuació real sobre les activitats molestes (bars, terrasses,aparcaments,etc..);;;8968;angel_berruezo_2;6935;2016/03/11T:11:21:24;2018/04/04T:14:22:48;;;2
4683;Fer peatonal la part alta del carrer Major de Sarrià;;;6453;alfons_duran;16371;2016/03/11T:11:52:43;2018/04/04T:14:22:48;;;1
4684;Porcs senglars a Collserola.;;;512;solidaritat_catalana;;2016/03/11T:11:57:29;2018/04/04T:14:22:48;;;0
4685;Crear un circuit a la ciutat  que vetlli per facilitar l’avortament amb llibertat i anonimat de les dones menors d’edat en situació d’especial risc o vulnerabilitat.;;;3827;suport_decidim_barce;7329;2016/03/11T:12:02:30;2018/04/04T:14:22:48;;;1
4686;Consell de Barri de Font del Gos.;;;512;solidaritat_catalana;10710;2016/03/11T:12:02:53;2018/04/04T:14:22:48;;;1
4687;Millorar la coordinació entre els diferents departaments de l’ajuntament;;;10703;suport_decidim_bar_2;;2016/03/11T:12:10:10;2018/04/04T:14:22:48;;;0
4688;Autobús 45;;;11620;ei_horta;;2016/03/11T:12:36:21;2018/04/04T:14:22:48;;;0
4689;Lavabos públics;;;11620;ei_horta;;2016/03/11T:12:44:35;2018/04/04T:14:22:48;;;0
4690;Prou sorolls amb els butaneros. Canvi de model;;;11637;draudet;5628;2016/03/11T:13:02:39;2018/04/04T:14:22:48;;;1
4691;Reforma dels carrers Àliga i Leiva: PLANTAR ARBRES per reduir contaminació, millora del aire i de la salut de la gent.Barri d'Hostafrancs;;;9831;ensvolemvives_2;4917;2016/03/11T:13:06:41;2018/04/04T:14:22:48;;;1
4692;Crear un mecanisme útil contra l'assatjament al carrer;;;11610;consellsectorialdone;;2016/03/11T:13:11:43;2018/04/04T:14:22:48;;;0
4693;Plantejar quin model econòmic vol la ciutat del barri del Raval;;;3827;suport_decidim_barce;"4878;5200";2016/03/11T:13:21:25;2018/04/04T:14:22:48;;;2
4694;Incrementar els espais de les voreres;;;11610;consellsectorialdone;13762;2016/03/11T:13:25:44;2018/04/04T:14:22:48;;;1
4695;Dotar a tots els CAPs de la ciutat de les mateixes infraestructures i serveis;;;10703;suport_decidim_bar_2;;2016/03/11T:13:26:46;2018/04/04T:14:22:48;;;0
4696;Incrementar el manteniment dels parcs infantils;;;11610;consellsectorialdone;;2016/03/11T:13:32:11;2018/04/04T:14:22:48;;;0
4697;Fomentar l'augment de la presència de la dona a les entitats del barri;;;11610;consellsectorialdone;10649;2016/03/11T:13:44:38;2018/04/04T:14:22:48;;;1
4698; Xarxes d’inserció laboral;;;3827;suport_decidim_barce;;2016/03/11T:13:48:40;2018/04/04T:14:22:48;;;0
4699;Eliminar connotacions masclistes als actes participatius;;;11610;consellsectorialdone;10651;2016/03/11T:13:48:50;2018/04/04T:14:22:48;;;1
4700;Crear i incrementar polítiques LGTBI a la ciutat i fomentar la seva visibilitat;;;11610;consellsectorialdone;;2016/03/11T:13:53:44;2018/04/04T:14:22:48;;;0
4701;Fer que en els plans de formació no hi quedi gent fora per no assolir els requisits mínims;;;3827;suport_decidim_barce;;2016/03/11T:13:58:15;2018/04/04T:14:22:48;;;0
4702;Reduir el temps d’espera per a l’atenció sanitaria especialitzada;;;10703;suport_decidim_bar_2;;2016/03/11T:13:58:27;2018/04/04T:14:22:48;;;0
4703;Fomentar la implicació dels i de les joves i adolescents als àmbits de participació política i ciutadana;;;11610;consellsectorialdone;10650;2016/03/11T:13:59:52;2018/04/04T:14:22:48;;;1
4704;Crear programes que impliquin i integrin a les dones migrades del districte. ;;;11610;consellsectorialdone;;2016/03/11T:14:04:26;2018/04/04T:14:22:48;;;0
4705;Crear polítiques per evitar l'abandonament escolar;;;11610;consellsectorialdone;"5103;14771;14772";2016/03/11T:14:07:43;2018/04/04T:14:22:48;;;3
4706;L'hora del pati;;;10867;ampa_escola_pau_casa;"5305;5308;5310;6683;6713;11601";2016/03/11T:14:10:49;2018/04/04T:14:22:48;;;6
4707;Crear programes contra l'homofòbia i la transfòbia;;;11610;consellsectorialdone;14774;2016/03/11T:14:18:05;2018/04/04T:14:22:48;;;1
4708;Implementar quotes d'ocupació femenina als contractes públics;;;11610;consellsectorialdone;;2016/03/11T:14:32:37;2018/04/04T:14:22:48;;;0
4709;Arts al Carrer BCN;;;11662;assemblea_arts_al_ca;;2016/03/11T:14:34:20;2018/04/04T:14:22:48;;;0
4710;No al nuevo sistema TMB de bus verticales y horizontales;;;7642;teresa_alfonso_muril;4887;2016/03/11T:14:35:34;2018/04/04T:14:22:48;;;1
4711;Dignificar, auditar impacte mediambiental obres linea 11 metro, revisió de claus urbanístiques i pla d´usos antic camp futbol Trinitat Nova.;;;11660;Trinitat;15597;2016/03/11T:14:39:07;2018/04/04T:14:22:48;;;1
4712;Més suport als barris que més ho necessiten. ;;;31316;casal_dels_infants_a;;2016/03/11T:15:41:12;2018/04/04T:14:22:48;;;0
4713;Activar i donar suport a espais alternatius  al model públic d’escola bressol.;;;31316;casal_dels_infants_a;8765;2016/03/11T:15:44:52;2018/04/04T:14:22:48;;;1
4714;Escola Integradora.;;;31316;casal_dels_infants_a;"8770;8771;8772";2016/03/11T:15:46:15;2018/04/04T:14:22:48;;;3
4715;Més temps educatiu, dins i fora escola, i en espais comunitaris. ;;;31316;casal_dels_infants_a;"8774;8775";2016/03/11T:15:47:32;2018/04/04T:14:22:48;;;2
4716;Acompanyament diari a infants i adolescents en risc. CENTRES OBERTS.;;;31316;casal_dels_infants_a;;2016/03/11T:15:48:57;2018/04/04T:14:22:48;;;0
4717;Acompanyament diari a infants i adolescents en risc .  Vacances i Caps de  setmana. ;;;31316;casal_dels_infants_a;;2016/03/11T:15:50:13;2018/04/04T:14:22:48;;;0
4718;Joves SÍSÍ:  SÍ que volen  treballar i SÍ que volen formar-se. ;;;31316;casal_dels_infants_a;;2016/03/11T:15:52:11;2018/04/04T:14:22:48;;;0
4719;Reconèixer el col•lectiu de joves sense llar.;;;31316;casal_dels_infants_a;;2016/03/11T:15:55:03;2018/04/04T:14:22:48;;;0
4720;Barri Educador.;;;31316;casal_dels_infants_a;"13681;13683";2016/03/11T:15:55:58;2018/04/04T:14:22:48;;;2
4721;A les jornades de portes obertes de les escoles públiques s'hauria de poder anar amb nens;;;1320;auroramf;13684;2016/03/11T:17:15:15;2018/04/04T:14:22:48;;;1
4722;Edifici de veïns, Av Meridiana cantonada Espronceda, banda Mar, cantó Besòs  (davant de la plaça).;;;2476;nuria_2;;2016/03/11T:17:29:43;2018/04/04T:14:22:48;;;0
4723;No reagrupament d'allotjaments turístics en un sol edifici.;;;8773;anna_moreno;"6327;18362";2016/03/11T:17:29:46;2018/04/04T:14:22:48;;;2
4724;Treure cartelleres, pissares i altres andromines dels carrers, davant de bars i botigues.;;;2476;nuria_2;;2016/03/11T:17:37:46;2018/04/04T:14:22:48;;;0
4725;Regulació i control de l'oci nocurn.;;;8773;anna_moreno;;2016/03/11T:17:42:54;2018/04/04T:14:22:48;;;0
4726;Programar el manteniment de les escoles del districte de Sant Andreu, fent un calendari per tal de que cada estiu es faixin actuacions.;;;7543;manul_alminana;15467;2016/03/11T:17:54:53;2018/04/04T:14:22:48;;;1
4727;;Sanitat pública  universal i de qualitat;;1756;rake;;2016/03/11T:19:49:05;2018/04/04T:14:22:48;;;0
4728;;ssssssssssssssssssssssssssssss;;1756;rake;;2016/03/11T:19:50:55;2018/04/04T:14:22:48;;;0
4729;Sanitat pública universal i de qualitat;;;7328;associacio_de_vein_4;6691;2016/03/11T:20:00:27;2018/04/04T:14:22:48;;;1
4730;Control ciutadà en la gestió dels serveis  de salut i residències de gent gran ;;;7328;associacio_de_vein_4;;2016/03/11T:20:11:39;2018/04/04T:14:22:48;;;0
4731;Millorar la qualitat dels CAP's del barri del Clot-Camp de l´Arpa   ;;;7328;associacio_de_vein_4;"12178;13801;13803;13806;13808;13809;13812;18178;18179;18181";2016/03/11T:20:17:08;2018/04/04T:14:22:48;;;10
4732;Gestió pública dels hospitals del barri ;;;7328;associacio_de_vein_4;;2016/03/11T:20:19:36;2018/04/04T:14:22:48;;;0
4733;creació d'aparcaments dissuasoris a les principals entrades de la ciutat de Barcelona.;;;3513;jan_labrador;"4918;5461;6123;10183";2016/03/11T:22:16:43;2018/04/04T:14:22:48;;;5
4734;Mercat municipal a la Vila Olímpic;;;7303;martha;;2016/03/11T:22:51:04;2018/04/04T:14:22:48;;;0
4735;Millorar el terra d'algunes zones per facilitar el pas de persones amb mobilitat reduïda, cotxet d'infants i carros de la compra;;;9264;suportdecidim_santan;;2016/03/11T:23:21:47;2018/04/04T:14:22:48;;;0
4736;Arranjament dels parterres que estan en mal estat o descurats;;;9264;suportdecidim_santan;;2016/03/11T:23:25:08;2018/04/04T:14:22:48;;;0
4737;Pacificació de la via Bàrcino;;;9264;suportdecidim_santan;16649;2016/03/11T:23:26:29;2018/04/04T:14:22:48;;;1
4738;Reforçar la protecció ubicada a la sortida del metro de Trinitat Vella que separa el Parc de la Trinitat amb l’autopista del Maresme;;;9264;suportdecidim_santan;16682;2016/03/11T:23:28:25;2018/04/04T:14:22:48;;;1
4739;Carrer Vallespir: Peatonal;;;11767;alfred;14264;2016/03/12T:00:13:50;2018/04/04T:14:22:48;;;1
4740;Millora de l'estat i la gestió dels espais comuns del Parc de la Trinitat;;;9264;suportdecidim_santan;;2016/03/12T:00:17:23;2018/04/04T:14:22:48;;;0
4741;Pavimentació, neteja i il·luminació del camí de sorra que va des de Parc de la Trinitat a Via de Bàrcino;;;9264;suportdecidim_santan;;2016/03/12T:00:21:18;2018/04/04T:14:22:48;;;0
4742;Foment del voluntariat social al jovent.;;;512;solidaritat_catalana;"7965;13686";2016/03/12T:01:10:12;2018/04/04T:14:22:48;;;2
4743;Espai familiar a la sagrera;;;11802;mariaproposa;;2016/03/12T:08:51:19;2018/04/04T:14:22:48;;;0
4744;Adequació dels solars i altres espais buits del barri de Trinitat Vella per millorar la mobilitat i donar resposta a les necessitats veïnals;;;9264;suportdecidim_santan;16690;2016/03/12T:09:00:16;2018/04/04T:14:22:48;;;1
4745;Reubicació dels contenidors de recollida de residus a la Via de Bàrcino;;;9264;suportdecidim_santan;;2016/03/12T:09:02:41;2018/04/04T:14:22:48;;;0
4746;Desincentivar la tinença d'animals de companyia;;;11802;mariaproposa;"4930;4981;6849";2016/03/12T:09:03:00;2018/04/04T:14:22:48;;;5
4747;Millorar l'accessibilitat del CAP Trinitat Vella;;;9264;suportdecidim_santan;16688;2016/03/12T:09:06:19;2018/04/04T:14:22:48;;;1
4748;Millorar l'accessibilitat a l'Institut Josep Comas i Solà de Trinitat Vella;;;9264;suportdecidim_santan;16679;2016/03/12T:09:08:48;2018/04/04T:14:22:48;;;1
